region,period,revenue,new_customers,active_customers,repeat_customers,repeat_rate,refund_amount,revenue_per_customer,return_rate
EAST,2022-12,15457074.5,27,1024,56,0.0546875,110345.99,15094.79931640625,0.007138866413563576
WEST,2012-07,22639636.81,1083,1083,112,0.10341643582640812,770585.02,20904.55845798707,0.03403698683274063
WEST,2012-08,31817297.41,1128,1328,194,0.1460843373493976,881919.91,23958.80829066265,0.027718253333572494
WEST,2012-09,25886854.64,803,1207,141,0.11681855840927921,1178201.21,21447.269792874897,0.045513494257408166
WEST,2012-10,23869513.53,600,1073,152,0.14165890027958994,962755.17,22245.585768872323,0.04033409264038738
WEST,2012-11,23958258.68,571,1174,171,0.14565587734241908,773073.91,20407.375366269163,0.032267533309728834
WEST,2012-12,26743932.23,664,1543,292,0.18924173687621518,766944.25,17332.425294880104,0.028677318032524792
WEST,2013-01,21897234.29,400,1071,154,0.1437908496732026,898572.23,20445.59690943044,0.041035877777969375
WEST,2013-02,24254122.46,460,1295,188,0.14517374517374518,727760.8,18729.052092664093,0.03000565372753544
WEST,2013-03,27459885.17,457,1470,233,0.15850340136054422,1118189.43,18680.19399319728,0.040720834157807216
WEST,2013-04,33666806.28,535,1773,278,0.15679639029892836,1267187.1300000001,18988.610423011844,0.03763906559657194
WEST,2013-05,35284702.82,443,1691,249,0.14725014784151388,1509961.28,20866.17552927262,0.042793651620161216
WEST,2013-06,33942750.74,358,1701,291,0.1710758377425044,1575565.5,19954.585972957084,0.04641832101554654
WEST,2013-07,25997257.21,329,1498,201,0.1341789052069426,1008946.01,17354.64433244326,0.03880970988016008
WEST,2013-08,24566389.13,313,1629,221,0.1356660527931246,918183.11,15080.656310620012,0.03737558275826269
WEST,2013-09,23694094.18,224,1368,178,0.1301169590643275,1325210.15,17320.244283625732,0.05592997731555399
WEST,2013-10,25571815.72,180,1209,169,0.13978494623655913,952075.88,21151.2123407775,0.03723145397357806
WEST,2013-11,19592530.15,139,1132,183,0.16166077738515902,757321.52,17307.88882508834,0.03865358451419813
WEST,2013-12,20148665.09,218,1639,348,0.21232458816351435,996805.68,12293.267291031116,0.04947254200451848
WEST,2014-01,24055579.11,126,1229,193,0.15703824247355574,639392.01,19573.294637917006,0.026579780394237203
WEST,2014-02,26407008.51,132,1239,161,0.12994350282485875,1036654.24,21313.162639225182,0.039256784410374695
WEST,2014-03,36210757.01,211,1739,276,0.15871190339275446,1511455.45,20822.746986774007,0.0417405095834532
WEST,2014-04,41782445.73,267,2023,344,0.17004448838358874,1306342.52,20653.705254572415,0.03126534354742283
WEST,2014-05,43701328.08,236,1973,342,0.17334009123162697,1359922.3800000001,22149.68478459199,0.03111855954378584
WEST,2014-06,37095165.14,164,1678,253,0.15077473182359952,1501578.69,22106.773027413587,0.04047909435995033
WEST,2014-07,30212854.82,155,1597,226,0.14151534126487164,1281515.78,18918.506462116467,0.04241624261046908
WEST,2014-08,39322241.43,155,1734,252,0.1453287197231834,1664338.98,22677.18652249135,0.04232563860742259
WEST,2014-09,23153552.52,99,1294,179,0.13833075734157652,991128.26,17893.008129829985,0.04280674678945553
WEST,2014-10,30433815.92,93,1300,213,0.16384615384615384,1291488.8599999999,23410.62763076923,0.04243598184975812
WEST,2014-11,21203807.34,79,1179,188,0.1594571670907549,1086874.39,17984.56941475827,0.051258454322477345
WEST,2014-12,22715880.77,144,1790,372,0.20782122905027933,1193457.26,12690.436184357543,0.05253845413628661
WEST,2015-01,23185711.07,76,1061,136,0.1281809613572102,757536.24,21852.69657869934,0.032672547230185076
WEST,2015-02,27094638.29,82,1256,197,0.15684713375796178,1103331.39,21572.164243630574,0.04072139211421818
WEST,2015-03,35497019.839999996,117,1702,288,0.1692126909518214,1813305.98,20856.063360752054,0.05108333004216503
WEST,2015-04,41531723.39,150,1961,367,0.1871494135645079,1763868.1,21178.8492554819,0.04247038061571757
WEST,2015-05,45491324.79,149,1910,295,0.1544502617801047,1750573.56,23817.447534031413,0.038481481207265585
WEST,2015-06,39173604.06,131,1749,258,0.14751286449399656,1560977.51,22397.715300171527,0.03984768691716847
WEST,2015-07,31201744.5,104,1565,201,0.12843450479233226,1308865.1400000001,19937.216932907348,0.041948460285609994
WEST,2015-08,27039954.66,116,1774,291,0.16403607666290868,907086.38,15242.364520856821,0.03354615018426218
WEST,2015-09,30057473.3,74,1632,242,0.1482843137254902,1210074.81,18417.56942401961,0.04025870032129414
WEST,2015-10,35365429.23,65,1466,222,0.15143246930422918,1266407.31,24123.758001364255,0.0358091881697204
WEST,2015-11,23954563.52,52,1345,240,0.17843866171003717,1192470.21,17810.084401486987,0.049780502533656686
WEST,2015-12,22411873.0,84,1735,321,0.18501440922190202,979849.34,12917.506051873199,0.04372010050208655
WEST,2016-01,28529706.2,48,1186,170,0.1433389544688027,1074014.72,24055.401517706578,0.037645488266542335
WEST,2016-02,29826705.81,55,1291,187,0.14484895429899303,1261061.32,23103.567629744382,0.04227960432617416
WEST,2016-03,33711419.19,68,1525,203,0.13311475409836065,1328528.4,22105.848649180327,0.03940885408924251
WEST,2016-04,44022737.05,109,1959,323,0.16488004083716182,1624841.66,22472.045456865748,0.036909146701954096
WEST,2016-05,56008034.61,106,2135,411,0.19250585480093677,2116856.06,26233.271480093677,0.037795578344076444
WEST,2016-06,49410230.82,118,2022,341,0.16864490603363008,1852155.59,24436.315934718103,0.037485264878590586
WEST,2016-07,32884645.6,81,1555,212,0.13633440514469453,1461965.33,21147.682057877813,0.044457384390969384
WEST,2016-08,45219612.87,84,1782,230,0.12906846240179573,1889484.04,25375.764797979795,0.04178461335863268
WEST,2016-09,30971145.11,63,1479,198,0.13387423935091278,1130378.06,20940.598451656526,0.036497780627265934
WEST,2016-10,32364844.400000002,48,1302,172,0.13210445468509985,1296211.23,24857.791397849465,0.0400499756457967
WEST,2016-11,26261651.91,39,1295,187,0.1444015444015444,1636379.86,20279.267884169883,0.062310621799723645
WEST,2016-12,22091820.87,49,1509,262,0.17362491716368456,916642.97,14640.040337972168,0.04149241365815945
WEST,2017-01,23675747.54,34,987,106,0.10739614994934144,977767.52,23987.586160081053,0.04129827446200248
WEST,2017-02,26879431.91,27,1209,137,0.11331679073614558,1214648.69,22232.780736145574,0.04518877832191506
WEST,2017-03,36484561.79,61,1581,227,0.14358001265022138,1499767.74,23076.88917773561,0.04110691389504558
WEST,2017-04,42029720.14,70,1830,280,0.15300546448087432,1153643.69,22967.06018579235,0.02744828388476631
WEST,2017-05,50922283.35,67,1915,327,0.17075718015665797,1948180.6,26591.270678851175,0.03825791916300627
WEST,2017-06,47087718.71,83,1951,289,0.14812916453100974,1689749.38,24135.171045617633,0.03588514003846078
WEST,2017-07,32144281.84,69,1503,182,0.12109115103127079,1097275.21,21386.747731204257,0.03413593793949885
WEST,2017-08,25348661.42,79,1565,181,0.11565495207667732,1089242.62,16197.227744408947,0.04297041969800392
WEST,2017-09,26744431.26,47,1308,141,0.10779816513761468,1145101.92,20446.81288990826,0.042816461822190933
WEST,2017-10,28520429.45,32,1137,120,0.10554089709762533,1438161.66,25083.930914687775,0.05042566636387027
WEST,2017-11,23580105.59,40,1123,141,0.12555654496883348,860874.77,20997.422609082812,0.036508520571048045
WEST,2017-12,16894988.56,32,1247,176,0.14113873295910184,520855.52999999997,13548.507265437047,0.030828995719663275
WEST,2018-01,20057844.990000002,23,869,69,0.07940161104718067,876910.3,23081.524729574227,0.043719068545857775
WEST,2018-02,23572207.76,27,963,88,0.09138110072689512,931646.93,24477.889678089305,0.03952310871707674
WEST,2018-03,34488544.28,66,1537,205,0.13337670787247885,1261065.46,22438.870709173716,0.036564763353357746
WEST,2018-04,37243328.67,53,1596,212,0.13283208020050125,1202904.01,23335.418966165416,0.03229850963802157
WEST,2018-05,47346927.51,62,1893,291,0.1537242472266244,1807860.1300000001,25011.583470681457,0.03818326183083723
WEST,2018-06,46413630.22,68,2012,323,0.16053677932405566,2263085.48,23068.40468190855,0.04875907075729704
WEST,2018-07,29298391.32,50,1489,175,0.11752854264607118,1128170.97,19676.5556212223,0.03850624280623473
WEST,2018-08,36038607.42,48,1322,142,0.10741301059001512,1089252.74,27260.671270801817,0.030224606830826315
WEST,2018-09,22217271.7,32,983,82,0.08341810783316378,910062.4,22601.497151576805,0.04096193323323313
WEST,2018-10,19308156.23,21,790,66,0.08354430379746836,748122.97,24440.704088607596,0.03874647382631003
WEST,2018-11,14731703.4,12,674,53,0.07863501483679525,814807.3,21857.126706231455,0.05530978175952144
WEST,2018-12,11163667.84,15,770,78,0.1012987012987013,489240.58999999997,14498.269922077921,0.04382435925288153
WEST,2019-01,16593183.6,16,681,55,0.08076358296622614,597622.43,24365.908370044053,0.036016140386706745
WEST,2019-02,16480309.56,24,672,62,0.09226190476190477,529042.34,24524.27017857143,0.0321014807442731
WEST,2019-03,19370251.83,23,787,65,0.08259212198221093,464461.25,24612.772337992374,0.02397806977814599
WEST,2019-04,22399458.62,32,908,75,0.08259911894273128,1018146.5599999999,24669.0072907489,0.04545406999662566
WEST,2019-05,24977305.73,25,955,92,0.09633507853403141,824631.45,26154.246837696337,0.033015228260169914
WEST,2019-06,23795483.36,34,945,96,0.10158730158730159,815833.45,25180.405671957673,0.03428522285751963
WEST,2019-07,16425691.31,22,808,59,0.07301980198019802,561487.6,20328.825878712873,0.03418349884964446
WEST,2019-08,15402783.32,21,894,80,0.0894854586129754,572260.39,17229.064116331097,0.0371530507253802
WEST,2019-09,14853628.64,17,707,41,0.05799151343705799,718974.54,21009.375728429986,0.04840396629170069
WEST,2019-10,14099200.49,8,566,27,0.04770318021201413,511642.83,24910.248215547705,0.03628878320886974
WEST,2019-11,9558099.08,10,499,19,0.03807615230460922,600325.03,19154.5071743487,0.06280799403473018
WEST,2019-12,7739043.95,17,563,41,0.07282415630550622,316602.69,13746.08161634103,0.04090979351525714
WEST,2020-01,10356744.74,6,411,24,0.058394160583941604,288889.8,25198.892311435524,0.02789388048584849
WEST,2020-02,14525443.58,14,501,36,0.0718562874251497,447662.33,28992.90135728543,0.03081918480041351
WEST,2020-03,17770312.24,17,730,47,0.06438356164383562,783612.5,24342.893479452054,0.04409672094765624
WEST,2020-04,22205852.3,28,911,85,0.09330406147091108,956661.39,24375.249506037322,0.04308149838500006
WEST,2020-05,23363993.6,22,872,80,0.09174311926605505,1332834.47,26793.570642201837,0.05704651750974627
WEST,2020-06,18610421.54,22,726,63,0.08677685950413223,666461.8200000001,25634.18944903581,0.03581121569801906
WEST,2020-07,13962475.28,23,670,36,0.05373134328358209,545910.46,20839.51534328358,0.039098401182630416
WEST,2020-08,20494401.48,15,743,62,0.08344549125168237,963715.68,27583.312893674294,0.04702336298722689
WEST,2020-09,12026492.8,17,531,26,0.04896421845574388,452151.74,22648.762335216576,0.037596309041984376
WEST,2020-10,11873838.53,12,441,26,0.05895691609977324,706769.28,26924.803922902494,0.059523234901190804
WEST,2020-11,9492222.97,8,391,26,0.06649616368286446,510434.92,24276.78508951407,0.05377401285380889
WEST,2020-12,7196608.0,15,474,26,0.05485232067510549,357710.52999999997,15182.717299578058,0.04970543483819043
WEST,2021-01,9471171.32,7,385,20,0.05194805194805195,351731.96,24600.444987012987,0.037137113047174826
WEST,2021-02,11262639.55,10,443,12,0.02708803611738149,355666.86,25423.56557562077,0.031579352106673786
WEST,2021-03,15705340.51,18,708,69,0.09745762711864407,597658.01,22182.684336158192,0.03805444457695493
WEST,2021-04,20198694.11,22,845,82,0.0970414201183432,798492.4,23903.78001183432,0.039531882390588864
WEST,2021-05,21949548.27,16,779,62,0.07958921694480103,643124.37,28176.57030808729,0.029300118712648114
WEST,2021-06,19786570.31,27,760,41,0.05394736842105263,551289.87,26034.960934210525,0.02786182048545229
WEST,2021-07,15236597.35,17,639,30,0.046948356807511735,643826.33,23844.44029733959,0.04225525655175235
WEST,2021-08,12882071.11,9,665,45,0.06766917293233082,349551.63,19371.535503759398,0.027134738429494668
WEST,2021-09,11121540.83,13,504,32,0.06349206349206349,359992.29,22066.549265873015,0.03236892221165365
WEST,2021-10,11565180.67,8,415,14,0.033734939759036145,588894.47,27867.90522891566,0.05091960833154887
WEST,2021-11,9485287.05,9,389,38,0.09768637532133675,423292.6,24383.77133676093,0.04462622984087761
WEST,2021-12,7757037.98,12,484,33,0.06818181818181818,319642.57,16026.937975206612,0.04120678161227721
WEST,2022-01,12194957.22,10,445,29,0.0651685393258427,411058.69,27404.398247191013,0.03370726789642645
WEST,2022-02,17171625.52,13,540,47,0.08703703703703704,661261.54,31799.30651851852,0.038508965806983195
WEST,2022-03,19630667.77,18,769,61,0.07932379713914174,704370.63,25527.52635890767,0.03588113447044497
WEST,2022-04,21608204.04,21,842,70,0.0831353919239905,725573.71,25662.950166270784,0.03357862174278136
WEST,2022-05,25016906.29,24,854,77,0.09016393442622951,778335.6,29293.801276346603,0.03111238420040466
WEST,2022-06,20807562.27,23,774,62,0.08010335917312661,742508.19,26883.1553875969,0.0356845352841037
WEST,2022-07,13793886.01,12,619,38,0.061389337641357025,858665.15,22284.145411954767,0.062249691593616416
WEST,2022-08,19111495.51,19,694,46,0.06628242074927954,852853.54,27538.177968299715,0.044625159739788464
WEST,2022-09,13934157.12,13,604,31,0.05132450331125828,760295.29,23069.79655629139,0.05456342163019905
WEST,2022-10,13998174.48,4,505,28,0.055445544554455446,445336.81,27719.157386138613,0.03181392049629603
WEST,2022-11,10631110.14,7,453,26,0.05739514348785872,486588.83,23468.234304635764,0.04577027456137332
WEST,2022-12,8425919.48,9,537,29,0.054003724394785846,161132.54,15690.725288640597,0.01912343695930975
